STREET,CITY,ZIP-CODE,BEDROOMS,BATHS,AREA(SQ-FT),PRICE,PRICE/SQ-FT,PROPERTY AGE,LOCALITY RATING,TYPE,SALE-DAY,SALE DATE,LATTITUDE,LONGITUDE
332 PALIN AVE,GALT,95632,3,2,1204,174000,144.52,19,5,Residential,Monday,19-May,38.260467,-121.302636
4649 FREEWAY CIR,SACRAMENTO,95841,3,2,1120,178000,158.93,11,9,Residential,Monday,19-May,38.658734,-121.357196
8593 DERLIN WAY,SACRAMENTO,95823,3,2,1436,180000,125.35,13,4,Residential,Monday,19-May,38.447585,-121.426627
9273 PREMIER WAY,SACRAMENTO,95826,3,2,1451,180000,124.05,11,9,Residential,Monday,19-May,38.55992,-121.352539
8032 DUSENBERG CT,SACRAMENTO,95828,4,2,1638,180000,109.89,23,2,Residential,Monday,19-May,38.466499,-121.381119
7110 STELLA LN Unit 15,CARMICHAEL,95608,2,2,1000,182000,182,17,6,Condo,Monday,19-May,38.637396,-121.300055
1786 PIEDMONT WAY,ROSEVILLE,95661,3,1,1152,188325,163.48,12,5,Residential,Monday,19-May,38.72748,-121.256537
1347 HIDALGO CIR,ROSEVILLE,95747,3,2,1154,191500,165.94,11,3,Residential,Monday,19-May,38.747878,-121.311279
212 CAPPUCINO WAY,SACRAMENTO,95838,3,2,1353,192000,141.91,16,4,Residential,Monday,19-May,38.657811,-121.465327
5938 WOODBRIAR WAY,CITRUS HEIGHTS,95621,3,2,1329,192700,145,25,4,Residential,Monday,19-May,38.706152,-121.325399
3801 WILDROSE WAY,SACRAMENTO,95826,3,1,1356,195000,143.81,21,7,Residential,Monday,19-May,38.544368,-121.369979
508 SAMUEL WAY,SACRAMENTO,95838,3,2,1505,197654,131.33,18,2,Residential,Monday,19-May,38.645689,-121.452766
6128 CARL SANDBURG CIR,SACRAMENTO,95842,3,1,1009,198000,196.23,25,5,Residential,Monday,19-May,38.681541,-121.355616
1 KENNELFORD CIR,SACRAMENTO,95823,3,2,1144,200345,175.13,18,6,Residential,Monday,19-May,38.46452,-121.427606
909 SINGINGWOOD RD,SACRAMENTO,95864,2,1,930,203000,218.28,14,7,Residential,Monday,19-May,38.581471,-121.38839
6671 FOXWOOD CT,SACRAMENTO,95841,4,2,1766,207000,117.21,10,8,Residential,Monday,19-May,38.687943,-121.328883
8165 AYN RAND CT,SACRAMENTO,95828,4,3,1940,208000,107.22,16,2,Residential,Monday,19-May,38.468639,-121.403265
9474 VILLAGE TREE DR,ELK GROVE,95758,4,2,1776,210000,118.24,25,8,Residential,Monday,19-May,38.413947,-121.408276
7213 CALVIN DR,CITRUS HEIGHTS,95621,3,1,1258,212000,168.52,8,5,Residential,Monday,19-May,38.698154,-121.298375
8167 DERBY PARK CT,SACRAMENTO,95828,4,2,1872,213675,114.14,16,3,Residential,Monday,19-May,38.460492,-121.373379
6344 LAGUNA MIRAGE LN,ELK GROVE,95758,2,2,1112,213697,192.17,8,5,Residential,Monday,19-May,38.423963,-121.428875
2945 RED HAWK WAY,SACRAMENTO,95833,4,2,1856,215000,115.84,10,2,Residential,Monday,19-May,38.619675,-121.496903
3228 I ST,SACRAMENTO,95816,4,3,1939,215000,110.88,13,7,Residential,Monday,19-May,38.573844,-121.462839
308 ATKINSON ST,ROSEVILLE,95678,3,1,998,215100,215.53,8,5,Residential,Monday,19-May,38.746794,-121.29971
624 HOVEY WAY,ROSEVILLE,95678,3,2,1758,217500,123.72,24,2,Residential,Monday,19-May,38.756149,-121.306479
110 COPPER LEAF WAY,SACRAMENTO,95838,3,2,2142,218000,101.77,9,8,Residential,Monday,19-May,38.658466,-121.460661
7535 ALMA VISTA WAY,SACRAMENTO,95831,2,1,950,220000,231.58,5,4,Residential,Monday,19-May,38.48403,-121.507641
7423 WILSALL CT,ELK GROVE,95758,4,3,1739,221000,127.08,10,3,Residential,Monday,19-May,38.417026,-121.416821
8629 VIA ALTA WAY,ELK GROVE,95624,3,2,1516,222900,147.03,18,8,Residential,Monday,19-May,38.398245,-121.380615
3318 DAVIDSON DR,ANTELOPE,95843,3,1,988,223139,225.85,17,5,Residential,Monday,19-May,38.705753,-121.388917
913 COBDEN CT,GALT,95632,4,2,1555,225500,145.02,6,8,Residential,Monday,19-May,38.282001,-121.295902
4419 79TH ST,SACRAMENTO,95820,3,2,1212,228327,188.39,15,5,Residential,Monday,19-May,38.534827,-121.412545
3012 SPOONWOOD WAY,SACRAMENTO,95833,4,2,1871,230000,122.93,25,9,Residential,Monday,19-May,38.62478,-121.523474
8728 CRYSTAL RIVER WAY,SACRAMENTO,95828,3,2,1302,230000,176.65,12,4,Residential,Monday,19-May,38.47547,-121.380055
4709 AMBER LN Unit 1,SACRAMENTO,95841,2,1,756,230522,304.92,6,6,Condo,Monday,19-May,38.657789,-121.354994
4508 OLD DAIRY DR,ANTELOPE,95843,4,3,2026,231200,114.12,10,4,Residential,Monday,19-May,38.72286,-121.358939
312 RIVER ISLE WAY,SACRAMENTO,95831,3,2,1375,232000,168.73,17,2,Residential,Monday,19-May,38.49026,-121.550527
301 OLIVADI WAY,SACRAMENTO,95834,2,2,1250,232500,186,12,2,Condo,Monday,19-May,38.644406,-121.549049
5636 25TH ST,SACRAMENTO,95822,3,1,1058,233641,220.83,7,4,Residential,Monday,19-May,38.523828,-121.481139
8721 SPRUCE RIDGE WAY,ANTELOPE,95843,3,2,1187,234000,197.14,20,6,Residential,Monday,19-May,38.727657,-121.391028
7461 WINDBRIDGE DR,SACRAMENTO,95831,2,2,1324,234500,177.11,13,4,Residential,Monday,19-May,38.48797,-121.530229
8101 LEMON COVE CT,SACRAMENTO,95828,4,3,1936,235000,121.38,13,9,Residential,Monday,19-May,38.462981,-121.408288
10949 SCOTSMAN WAY,RANCHO CORDOVA,95670,5,4,2382,236000,99.08,7,3,Multi-Family,Monday,19-May,38.603686,-121.277844
617 WILLOW CREEK DR,FOLSOM,95630,3,2,1427,236073,165.43,24,2,Residential,Monday,19-May,38.679626,-121.142609
3301 PARK DR Unit 1914,SACRAMENTO,95835,3,2,1678,238000,141.84,11,5,Condo,Monday,19-May,38.665296,-121.531993
709 CIMMARON CT,GALT,95632,4,2,1798,238861,132.85,11,8,Residential,Monday,19-May,38.277177,-121.303747
3305 RIO ROCA CT,ANTELOPE,95843,4,3,2652,239700,90.38,11,6,Residential,Monday,19-May,38.725079,-121.387698
9080 BEDROCK CT,SACRAMENTO,95829,4,2,1816,240000,132.16,16,6,Residential,Monday,19-May,38.456939,-121.362965
100 TOURMALINE CIR,SACRAMENTO,95834,5,3,3076,240000,78.02,21,8,Residential,Monday,19-May,38.63437,-121.510779
6411 RED BIRCH WAY,ELK GROVE,95758,4,2,1844,241000,130.69,24,3,Residential,Monday,19-May,38.43461,-121.429316
4867 LAGUNA DR,SACRAMENTO,95823,3,2,1306,245000,187.6,10,2,Residential,Monday,19-May,38.46179,-121.445371
3662 RIVER DR,SACRAMENTO,95833,4,3,2447,246000,100.53,24,4,Residential,Monday,19-May,38.604969,-121.54255
6943 WOLFGRAM WAY,SACRAMENTO,95828,4,2,1176,247234,210.23,7,9,Residential,Monday,19-May,38.489215,-121.419546
77 RINETTI WAY,RIO LINDA,95673,4,2,1182,247480,209.37,12,4,Residential,Monday,19-May,38.687021,-121.463151
1316 I ST,RIO LINDA,95673,3,1,1160,249862,215.4,22,3,Residential,Monday,19-May,38.683674,-121.435204
2130 CATHERWOOD WAY,SACRAMENTO,95835,3,2,1424,251000,176.26,24,3,Residential,Monday,19-May,38.675506,-121.510987
8304 JUGLANS DR,ORANGEVALE,95662,4,2,1574,252155,160.2,11,6,Residential,Monday,19-May,38.691829,-121.249033
5308 MARBURY WAY,ANTELOPE,95843,3,2,1830,254172,138.89,8,6,Residential,Monday,19-May,38.710221,-121.341707
9182 LAKEMONT DR,ELK GROVE,95624,4,2,1724,258000,149.65,11,7,Residential,Monday,19-May,38.451353,-121.358776
2231 COUNTRY VILLA CT,AUBURN,95603,2,2,1255,260000,207.17,21,2,Condo,Monday,19-May,38.931671,-121.097862
8491 CRYSTAL WALK CIR,ELK GROVE,95758,2,2,1249,261000,208.97,20,9,Residential,Monday,19-May,38.416916,-121.407554
361 MAHONIA CIR,SACRAMENTO,95835,4,3,2175,261000,120,13,4,Residential,Monday,19-May,38.676172,-121.509761
3427 LA CADENA WAY,SACRAMENTO,95835,4,2,1904,261000,137.08,8,8,Residential,Monday,19-May,38.681194,-121.537351
955 BIG SUR CT,EL DORADO HILLS,95762,4,2,1808,262500,145.19,24,8,Residential,Monday,19-May,38.664347,-121.076529
11826 DIONYSUS WAY,RANCHO CORDOVA,95742,4,2,2711,266000,98.12,14,8,Residential,Monday,19-May,38.551046,-121.239411
5847 DEL CAMPO LN,CARMICHAEL,95608,3,1,1713,266000,155.28,14,9,Residential,Monday,19-May,38.671995,-121.324339
5635 FOXVIEW WAY,ELK GROVE,95757,3,2,1457,270000,185.31,17,6,Residential,Monday,19-May,38.395256,-121.438249
10372 VIA CINTA CT,ELK GROVE,95757,4,3,2724,274425,100.74,14,5,Residential,Monday,19-May,38.380089,-121.428186
6286 LONETREE BLVD,ROCKLIN,95765,4,4,2750,274500,99.82,12,7,Residential,Monday,19-May,38.805036,-121.293608
7744 SOUTHBREEZE DR,SACRAMENTO,95828,3,2,1468,275336,187.56,5,3,Residential,Monday,19-May,38.476932,-121.378349
2242 ABLE WAY,SACRAMENTO,95835,4,3,2550,277980,109.01,17,8,Residential,Monday,19-May,38.666074,-121.509743
1042 STARBROOK DR,GALT,95632,4,2,1928,280000,145.23,21,7,Residential,Monday,19-May,38.285611,-121.293063
1219 G ST,SACRAMENTO,95814,3,3,1922,284686,148.12,6,2,Residential,Monday,19-May,38.582818,-121.489096
6220 OPUS CT,CITRUS HEIGHTS,95621,3,2,1343,284893,212.13,13,4,Residential,Monday,19-May,38.715853,-121.317095
5419 HAVENHURST CIR,ROCKLIN,95677,3,2,1510,285000,188.74,12,4,Residential,Monday,19-May,38.786746,-121.209957
220 OLD AIRPORT RD,AUBURN,95603,2,2,960,285000,296.88,7,7,Multi-Family,Monday,19-May,38.939802,-121.054575
4622 MEYER WAY,CARMICHAEL,95608,4,2,1559,285000,182.81,17,4,Residential,Monday,19-May,38.64913,-121.310667
4885 SUMMIT VIEW DR,EL DORADO,95623,3,2,1624,289000,177.96,5,2,Residential,Monday,19-May,38.673285,-120.879176
26 JEANROSS CT,SACRAMENTO,95832,5,3,2992,295000,98.6,12,6,Residential,Monday,19-May,38.473162,-121.491085
4800 MAPLEPLAIN AVE,ELK GROVE,95758,4,2,2109,296000,140.35,19,6,Residential,Monday,19-May,38.432848,-121.449237
10629 BASIE WAY,RANCHO CORDOVA,95670,4,2,1524,296056,194.26,11,3,Residential,Monday,19-May,38.579,-121.292627
8612 WILLOW GROVE WAY,SACRAMENTO,95828,3,2,1248,297359,238.27,21,9,Residential,Monday,19-May,38.464994,-121.386962
62 DE FER CIR,SACRAMENTO,95823,4,2,1876,299940,159.88,23,7,Residential,Monday,19-May,38.49254,-121.463316
2513 OLD KENMARE RD,LINCOLN,95648,5,3,1850,304000,164.32,18,4,Residential,Monday,19-May,38.847396,-121.259586
3253 ABOTO WAY,RANCHO CORDOVA,95670,4,3,1851,305000,164.78,9,4,Residential,Monday,19-May,38.57727,-121.285591
3072 VILLAGE PLAZA DR,ROSEVILLE,95747,4,3,1849,307000,166.04,5,8,Residential,Monday,19-May,38.773094,-121.365905
251 CHANGO CIR,SACRAMENTO,95835,4,2,2218,311328,140.36,8,4,Residential,Monday,19-May,38.68237,-121.539147
8205 WEYBURN CT,SACRAMENTO,95828,3,2,1394,313138,224.63,18,2,Residential,Monday,19-May,38.47316,-121.403893
8788 LA MARGARITA WAY,SACRAMENTO,95828,3,2,1410,316630,224.56,20,9,Residential,Monday,19-May,38.468185,-121.375694
5912 DEEPDALE WAY,ELK GROVE,95758,5,3,3468,320000,92.27,7,6,Residential,Monday,19-May,38.439565,-121.436606
4712 PISMO BEACH DR,ANTELOPE,95843,5,3,2346,320000,136.4,8,7,Residential,Monday,19-May,38.707705,-121.354153
4741 PACIFIC PARK DR,ANTELOPE,95843,5,3,2347,325000,138.47,22,3,Residential,Monday,19-May,38.709299,-121.353056
310 GROTH CIR,SACRAMENTO,95834,4,2,1659,328578,198.06,21,5,Residential,Monday,19-May,38.638764,-121.531827
6121 WILD FOX CT,ELK GROVE,95757,3,3,2442,331000,135.54,6,3,Residential,Monday,19-May,38.406758,-121.431669
12241 CANYONLANDS DR,RANCHO CORDOVA,95742,3,3,2500,331500,132.6,12,7,Residential,Monday,19-May,38.557293,-121.217611
29 COOL FOUNTAIN CT,SACRAMENTO,95833,4,2,2155,340000,157.77,24,2,Residential,Monday,19-May,38.606906,-121.54132
907 RIO ROBLES AVE,SACRAMENTO,95838,4,3,2189,344755,157.49,7,6,Residential,Monday,19-May,38.664765,-121.445006
8909 BILLFISH WAY,SACRAMENTO,95828,3,2,1810,345746,191.02,8,3,Residential,Monday,19-May,38.475433,-121.372584
6232 GUS WAY,ELK GROVE,95757,4,2,2789,351000,125.85,15,7,Residential,Monday,19-May,38.388129,-121.43117
200 OAKWILDE ST,GALT,95632,4,2,1606,353767,220.28,17,3,Residential,Monday,19-May,38.2535,-121.31812
1033 PARK STREAM DR,GALT,95632,4,3,1647,355000,215.54,13,4,Residential,Monday,19-May,38.287785,-121.289903
200 ALLAIRE CIR,SACRAMENTO,95835,4,2,2166,356035,164.37,20,3,Residential,Monday,19-May,38.68318,-121.53484
1322 SUTTER WALK,SACRAMENTO,95816,4,3,2107,360000,170.86,11,6,Condo,Monday,19-May,38.53805,-121.5047
5479 NICKMAN WAY,SACRAMENTO,95835,4,2,1871,360552,192.71,11,5,Residential,Monday,19-May,38.672966,-121.502748
2103 BURBERRY WAY,SACRAMENTO,95835,3,2,1800,362305,201.28,10,2,Residential,Monday,19-May,38.67342,-121.508542
2450 SAN JOSE WAY,SACRAMENTO,95817,3,1,1683,365000,216.87,24,2,Residential,Monday,19-May,38.553596,-121.459483
7641 ROSEHALL DR,ROSEVILLE,95678,3,2,1650,367554,222.76,5,9,Residential,Monday,19-May,38.791617,-121.286147
1336 LAYSAN TEAL DR,ROSEVILLE,95747,3,2,1649,368500,223.47,24,9,Residential,Monday,19-May,38.796121,-121.319963
2802 BLACK OAK DR,ROCKLIN,95765,2,2,1596,370000,231.83,5,9,Residential,Monday,19-May,38.837006,-121.232024
2113 FALL TRAIL CT,PLACERVILLE,95667,4,2,1599,371086,232.07,13,6,Residential,Monday,19-May,38.733155,-120.748039
10112 LAMBEAU CT,ELK GROVE,95757,3,2,1179,378000,320.61,23,8,Residential,Monday,19-May,38.390328,-121.448022
6313 CASTRO VERDE WAY,ELK GROVE,95757,3,3,1499,383000,255.5,10,5,Residential,Monday,19-May,38.381102,-121.42901
3622 CURTIS DR,SACRAMENTO,95818,3,1,1639,388000,236.73,23,5,Residential,Monday,19-May,38.541735,-121.480098
11817 OPAL RIDGE WAY,RANCHO CORDOVA,95742,5,3,3281,395100,120.42,21,2,Residential,Monday,19-May,38.551083,-121.237476
170 LAGOMARSINO WAY,SACRAMENTO,95819,3,2,1697,400000,235.71,24,8,Residential,Monday,19-May,38.574894,-121.435806
2743 DEAKIN PL,EL DORADO HILLS,95762,3,2,1701,400000,235.16,11,8,Residential,Monday,19-May,38.69288,-121.073551
3361 ALDER CANYON WAY,ANTELOPE,95843,4,3,2085,408431,195.89,6,2,Residential,Monday,19-May,38.727649,-121.385656
2148 RANCH VIEW DR,ROCKLIN,95765,4,4,2001,413000,206.4,15,6,Residential,Monday,19-May,38.837455,-121.289337
398 LINDLEY DR,SACRAMENTO,95815,4,2,1744,416767,238.97,22,2,Multi-Family,Monday,19-May,38.622359,-121.457582
3013 BRIDLEWOOD DR,EL DORADO HILLS,95762,4,3,1759,420000,238.77,19,3,Residential,Monday,19-May,38.675519,-121.015862
169 BAURER CIR,FOLSOM,95630,4,3,1939,423000,218.15,12,3,Residential,Monday,19-May,38.66695,-121.120729
2809 LOON CT,CAMERON PARK,95682,4,2,1968,423000,214.94,7,3,Residential,Monday,19-May,38.687072,-121.004729
1315 KONDOS AVE,SACRAMENTO,95814,2,3,1788,427500,239.09,19,4,Residential,Monday,19-May,38.571943,-121.492106
4966 CHARTER RD,ROCKLIN,95765,3,2,1691,430922,254.83,10,7,Residential,Monday,19-May,38.82553,-121.254698
9516 LAGUNA LAKE WAY,ELK GROVE,95758,4,2,2002,445000,222.28,23,9,Residential,Monday,19-May,38.411258,-121.431348
5201 BLOSSOM RANCH DR,ELK GROVE,95757,4,4,4303,450000,104.58,10,7,Residential,Monday,19-May,38.399436,-121.444041
3027 PALMATE WAY,SACRAMENTO,95834,5,3,4246,452000,106.45,7,7,Residential,Monday,19-May,38.628955,-121.529269
500 WINCHESTER CT,ROSEVILLE,95661,3,2,2274,470000,206.68,7,5,Residential,Monday,19-May,38.73988,-121.248929
5746 GELSTON WAY,EL DORADO HILLS,95762,4,3,2250,471000,209.33,9,7,Residential,Monday,19-May,38.677015,-121.034083
6935 ELM TREE LN,ORANGEVALE,95662,4,4,3056,475000,155.43,23,9,Residential,Monday,19-May,38.693041,-121.23294
9605 GOLF COURSE LN,ELK GROVE,95758,3,3,2503,484500,193.57,17,3,Residential,Monday,19-May,38.409689,-121.446059
719 BAYWOOD CT,EL DORADO HILLS,95762,5,3,2501,487500,194.92,9,5,Residential,Monday,19-May,38.647598,-121.077801
5954 TANUS CIR,ROCKLIN,95677,3,3,2536,488750,192.72,24,4,Residential,Monday,19-May,38.777585,-121.2036
100 CHELSEA CT,FOLSOM,95630,3,2,1905,500000,262.47,9,6,Residential,Monday,19-May,38.69435,-121.177259
1500 ORANGE HILL LN,PENRYN,95663,3,2,1320,506688,383.85,23,5,Residential,Monday,19-May,38.862708,-121.162092
408 KIRKWOOD CT,LINCOLN,95648,2,2,1302,512000,393.24,20,5,Residential,Monday,19-May,38.861615,-121.26869
1732 TUSCAN GROVE CIR,ROSEVILLE,95747,5,3,1050,520000,495.24,22,7,Residential,Monday,19-May,38.796683,-121.342555
2049 EMPIRE MINE CIR,GOLD RIVER,95670,4,2,3037,528000,173.86,20,6,Residential,Monday,19-May,38.629299,-121.249021
9360 MAGOS RD,WILTON,95693,5,2,3741,579093,154.8,9,5,Residential,Monday,19-May,38.416809,-121.240628
104 CATLIN CT,FOLSOM,95630,4,3,2660,636000,239.1,16,5,Residential,Monday,19-May,38.684459,-121.145935
4734 GIBBONS DR,CARMICHAEL,95608,4,3,3357,668365,199.1,23,9,Residential,Monday,19-May,38.63558,-121.353639
4629 DORCHESTER LN,GRANITE BAY,95746,5,3,2896,676200,233.49,22,4,Residential,Monday,19-May,38.723545,-121.216025
2400 COUNTRYSIDE DR,PLACERVILLE,95667,3,2,2025,677048,334.34,24,6,Residential,Monday,19-May,38.737452,-120.910963
12901 FURLONG DR,WILTON,95693,5,3,3788,691659,182.59,6,8,Residential,Monday,19-May,38.413535,-121.188211
6222 CALLE MONTALVO CIR,GRANITE BAY,95746,5,3,3670,760000,207.08,22,8,Residential,Monday,19-May,38.779435,-121.146676
20 CRYSTALWOOD CIR,LINCOLN,95648,5,4,1955,489700,250.49,18,8,Residential,Monday,19-May,38.885327,-121.289412
24 CRYSTALWOOD CIR,LINCOLN,95648,5,4,1955,489700,250.49,17,3,Residential,Monday,19-May,38.885132,-121.289405
28 CRYSTALWOOD CIR,LINCOLN,95648,5,4,1955,489700,250.49,6,6,Residential,Monday,19-May,38.884936,-121.289397
32 CRYSTALWOOD CIR,LINCOLN,95648,5,4,1955,489700,250.49,11,2,Residential,Monday,19-May,38.884741,-121.28939
36 CRYSTALWOOD CIR,LINCOLN,95648,5,4,1955,489700,250.49,11,9,Residential,Monday,19-May,38.884599,-121.289406
40 CRYSTALWOOD CIR,LINCOLN,95648,5,4,1955,489700,250.49,10,5,Residential,Monday,19-May,38.884535,-121.289619
44 CRYSTALWOOD CIR,LINCOLN,95648,5,4,1955,489700,250.49,14,3,Residential,Monday,19-May,38.88459,-121.289835
48 CRYSTALWOOD CIR,LINCOLN,95648,4,4,1955,489700,250.49,24,5,Residential,Monday,19-May,38.884667,-121.289896
52 CRYSTALWOOD CIR,LINCOLN,95648,5,4,1955,489700,250.49,12,4,Residential,Monday,19-May,38.88478,-121.289911
68 CRYSTALWOOD CIR,LINCOLN,95648,4,4,1955,489700,250.49,13,8,Residential,Monday,19-May,38.885236,-121.289928
72 CRYSTALWOOD CIR,LINCOLN,95648,5,4,1955,489700,250.49,20,9,Residential,Monday,19-May,38.88535,-121.289926
76 CRYSTALWOOD CIR,LINCOLN,95648,4,4,1955,489700,250.49,17,7,Residential,Monday,19-May,38.885464,-121.289922
80 CRYSTALWOOD CIR,LINCOLN,95648,5,4,1955,489700,250.49,10,2,Residential,Monday,19-May,38.885578,-121.289919
84 CRYSTALWOOD CIR,LINCOLN,95648,4,4,1955,489700,250.49,7,4,Residential,Monday,19-May,38.885692,-121.289915
88 CRYSTALWOOD CIR,LINCOLN,95648,5,4,1955,489700,250.49,7,7,Residential,Monday,19-May,38.885806,-121.289911
92 CRYSTALWOOD CIR,LINCOLN,95648,4,4,1955,489700,250.49,13,4,Residential,Monday,19-May,38.88592,-121.289908
96 CRYSTALWOOD CIR,LINCOLN,95648,4,4,1955,489700,250.49,24,2,Residential,Monday,19-May,38.886024,-121.289859
100 CRYSTALWOOD CIR,LINCOLN,95648,5,4,1955,489700,250.49,15,2,Residential,Monday,19-May,38.886091,-121.289744
434 1ST ST,LINCOLN,95648,5,4,1955,489700,250.49,14,9,Residential,Monday,19-May,38.88653,-121.289406
3 E ST,LINCOLN,95648,4,4,1955,489700,250.49,16,2,Residential,Monday,19-May,38.884692,-121.290288
11 E ST,LINCOLN,95648,5,4,1955,489700,250.49,21,8,Residential,Monday,19-May,38.884879,-121.290257
19 E ST,LINCOLN,95648,4,4,1955,489700,250.49,9,7,Residential,Monday,19-May,38.885017,-121.290262
27 E ST,LINCOLN,95648,5,4,1955,489700,250.49,20,8,Residential,Monday,19-May,38.885173,-121.29027
35 E ST,LINCOLN,95648,4,4,1955,489700,250.49,20,7,Residential,Monday,19-May,38.885328,-121.290275
43 E ST,LINCOLN,95648,5,4,1955,489700,250.49,19,2,Residential,Monday,19-May,38.885483,-121.290277
51 E ST,LINCOLN,95648,5,4,1955,489700,250.49,9,8,Residential,Monday,19-May,38.885638,-121.290279
59 E ST,LINCOLN,95648,5,4,1955,489700,250.49,25,2,Residential,Monday,19-May,38.885794,-121.290281
75 E ST,LINCOLN,95648,4,4,1955,489700,250.49,15,3,Residential,Monday,19-May,38.886104,-121.290285
63 CRYSTALWOOD CIR,LINCOLN,95648,5,4,1955,489700,250.49,13,9,Residential,Monday,19-May,38.885093,-121.289932
398 1ST ST,LINCOLN,95648,4,4,1955,489700,250.49,20,7,Residential,Monday,19-May,38.88653,-121.288952
386 1ST ST,LINCOLN,95648,5,4,1955,489700,250.49,14,3,Residential,Monday,19-May,38.886528,-121.288869
374 1ST ST,LINCOLN,95648,4,4,1955,489700,250.49,7,6,Residential,Monday,19-May,38.886525,-121.288787
116 CRYSTALWOOD WAY,LINCOLN,95648,5,4,1955,489700,250.49,22,7,Residential,Monday,19-May,38.886282,-121.289586
108 CRYSTALWOOD WAY,LINCOLN,95648,5,4,1955,489700,250.49,5,4,Residential,Monday,19-May,38.886282,-121.289646
100 CRYSTALWOOD WAY,LINCOLN,95648,5,4,1955,489700,250.49,17,3,Residential,Monday,19-May,38.886282,-121.289706
55 CRYSTALWOOD CIR,LINCOLN,95648,5,4,1955,489700,250.49,12,8,Residential,Monday,19-May,38.884865,-121.289922
51 CRYSTALWOOD CIR,LINCOLN,95648,4,4,1955,489700,250.49,8,5,Residential,Monday,19-May,38.884752,-121.289907
47 CRYSTALWOOD CIR,LINCOLN,95648,5,4,1955,489700,250.49,14,3,Residential,Monday,19-May,38.884638,-121.289893
43 CRYSTALWOOD CIR,LINCOLN,95648,4,4,1955,489700,250.49,5,3,Residential,Monday,19-May,38.884568,-121.289784
39 CRYSTALWOOD CIR,LINCOLN,95648,5,4,1955,489700,250.49,12,5,Residential,Monday,19-May,38.884546,-121.289562
35 CRYSTALWOOD CIR,LINCOLN,95648,4,4,1955,489700,250.49,9,2,Residential,Monday,19-May,38.884645,-121.289397
31 CRYSTALWOOD CIR,LINCOLN,95648,5,4,1955,489700,250.49,14,5,Residential,Monday,19-May,38.88479,-121.289392
27 CRYSTALWOOD CIR,LINCOLN,95648,5,4,1955,489700,250.49,24,6,Residential,Monday,19-May,38.884985,-121.289399
23 CRYSTALWOOD CIR,LINCOLN,95648,5,4,1955,489700,250.49,21,5,Residential,Monday,19-May,38.885181,-121.289406
19 CRYSTALWOOD CIR,LINCOLN,95648,5,4,1955,489700,250.49,25,6,Residential,Monday,19-May,38.885376,-121.289414
15 CRYSTALWOOD CIR,LINCOLN,95648,5,4,1955,489700,250.49,13,5,Residential,Monday,19-May,38.885571,-121.289421
7 CRYSTALWOOD CIR,LINCOLN,95648,4,3,1955,489700,250.49,21,3,Residential,Monday,19-May,38.885962,-121.289436
7 CRYSTALWOOD CIR,LINCOLN,95648,5,3,1955,489700,250.49,8,7,Residential,Monday,19-May,38.885962,-121.289436
3 CRYSTALWOOD CIR,LINCOLN,95648,4,3,1955,489700,250.49,12,9,Residential,Monday,19-May,38.886093,-121.289584
8208 WOODYARD WAY,CITRUS HEIGHTS,95621,5,2,1166,489700,419.98,13,5,Residential,Friday,16-May,38.715322,-121.314787
113 RINETTI WAY,RIO LINDA,95673,5,4,2250,300000,133.33,12,5,Residential,Friday,16-May,38.687172,-121.463933
15 LOORZ CT,SACRAMENTO,95823,2,1,838,55422,66.14,9,2,Residential,Friday,16-May,38.471646,-121.435158
5805 DOTMAR WAY,NORTH HIGHLANDS,95660,2,1,904,63000,69.69,21,6,Residential,Friday,16-May,38.672642,-121.380343
2332 CAMBRIDGE ST,SACRAMENTO,95815,2,1,1032,65000,62.98,14,2,Residential,Friday,16-May,38.608085,-121.449651
3812 BELDEN ST,SACRAMENTO,95838,2,1,904,65000,71.9,22,7,Residential,Friday,16-May,38.636833,-121.44164
3348 40TH ST,SACRAMENTO,95817,2,1,1080,65000,60.19,23,5,Residential,Friday,16-May,38.544162,-121.460652
127 QUASAR CIR,SACRAMENTO,95822,2,2,990,66500,67.17,22,6,Residential,Friday,16-May,38.493504,-121.475304
3812 CYPRESS ST,SACRAMENTO,95838,2,1,900,71000,78.89,8,2,Residential,Friday,16-May,38.636877,-121.444948
5821 64TH ST,SACRAMENTO,95824,2,1,861,75000,87.11,7,4,Residential,Friday,16-May,38.521202,-121.428146
8248 CENTER PKWY,SACRAMENTO,95823,2,1,906,77000,84.99,12,8,Condo,Friday,16-May,38.459002,-121.428794
1171 SONOMA AVE,SACRAMENTO,95815,2,1,1011,85000,84.08,22,2,Residential,Friday,16-May,38.6238,-121.439872
4250 ARDWELL WAY,SACRAMENTO,95823,3,2,1089,95625,87.81,12,3,Residential,Friday,16-May,38.466938,-121.455631
3104 CLAY ST,SACRAMENTO,95815,2,1,832,96140,115.55,10,2,Residential,Friday,16-May,38.62391,-121.439208
6063 LAND PARK DR,SACRAMENTO,95822,2,1,800,104250,130.31,11,4,Condo,Friday,16-May,38.517029,-121.513809
4738 OAKHOLLOW DR,SACRAMENTO,95842,4,2,1292,105000,81.27,9,7,Residential,Friday,16-May,38.679598,-121.356035
1401 STERLING ST,SACRAMENTO,95822,2,1,810,108000,133.33,9,3,Residential,Friday,16-May,38.520319,-121.504727
3715 DIDCOT CIR,SACRAMENTO,95838,4,2,1064,109000,102.44,22,3,Residential,Friday,16-May,38.635232,-121.460098
